Data,À vista R$,À vista US$
2020-01-14,5.32,1.29
2020-01-15,5.32,1.27
2020-01-16,5.31,1.27
2020-01-17,5.31,1.28
2020-01-20,5.29,1.26
2020-01-21,5.29,1.26
2020-01-22,5.15,1.23
2020-01-23,5.15,1.24
2020-01-24,5.15,1.23
2020-01-27,4.88,1.16
2020-01-28,4.88,1.16
2020-01-29,4.78,1.13
2020-01-30,4.78,1.12
2020-01-31,4.78,1.12
2020-02-03,4.74,1.12
2020-02-04,4.78,1.12
2020-02-05,4.77,1.12
2020-02-06,4.77,1.12
2020-02-07,4.77,1.1
2020-02-10,4.76,1.1
2020-02-11,4.81,1.11
2020-02-12,4.81,1.11
2020-02-13,4.81,1.11
2020-02-14,4.81,1.12
2020-02-17,4.86,1.12
2020-02-18,4.86,1.12
2020-02-19,4.86,1.11
2020-02-20,4.86,1.11
2020-02-21,4.86,1.11
2020-02-26,4.86,1.09
2020-02-27,4.94,1.11
2020-02-28,4.94,1.1
2020-03-02,4.95,1.1
2020-03-03,5.03,1.12
2020-03-04,5.01,1.09
2020-03-05,5.01,1.08
2020-03-06,5.01,1.08
2020-03-09,4.97,1.05
2020-03-10,4.97,1.07
2020-03-11,4.91,1.04
2020-03-12,4.91,1.02
2020-03-13,4.91,1.01
2020-03-16,4.9,0.97
2020-03-17,4.9,0.98
2020-03-18,4.87,0.93
2020-03-19,4.51,0.88
2020-03-20,4.51,0.89
2020-03-23,4.56,0.89
2020-03-24,4.56,0.9
2020-03-25,4.69,0.94
2020-03-26,4.72,0.94
2020-03-27,4.72,0.93
2020-03-30,4.85,0.94
2020-03-31,4.85,0.93
2020-04-01,4.75,0.9
2020-04-02,4.46,0.85
2020-04-03,4.46,0.84
2020-04-06,4.39,0.83
2020-04-07,4.36,0.84
2020-04-08,4.36,0.85
2020-04-09,4.36,0.85
2020-04-13,4.33,0.84
2020-04-14,4.33,0.83
2020-04-15,4.33,0.83
2020-04-16,4.18,0.79
2020-04-17,4.18,0.8
2020-04-20,4.09,0.77
2020-04-22,4.09,0.76
2020-04-23,4.09,0.74
2020-04-24,4.05,0.71
2020-04-27,3.99,0.7
2020-04-28,3.89,0.71
2020-04-29,3.89,0.73
2020-04-30,3.89,0.71
2020-05-04,3.9,0.7
2020-05-05,3.96,0.71
2020-05-06,4.05,0.71
2020-05-07,4.05,0.69
2020-05-08,4.05,0.7
2020-05-11,4.05,0.69
2020-05-12,4.02,0.69
2020-05-13,4.02,0.68
2020-05-14,4.16,0.71
2020-05-15,4.26,0.73
2020-05-18,4.22,0.74
2020-05-19,4.2,0.73
2020-05-20,4.26,0.75
2020-05-21,4.26,0.76
2020-05-22,4.26,0.76
2020-05-25,4.16,0.76
2020-05-26,4.04,0.76
2020-05-27,4.04,0.76
2020-05-28,4.04,0.75
2020-05-29,3.98,0.75
2020-06-01,4.05,0.75
2020-06-02,4.09,0.78
2020-06-03,4.11,0.81
2020-06-04,4.11,0.8
2020-06-05,4.11,0.83
2020-06-08,4.12,0.85
2020-06-09,4.51,0.92
2020-06-10,4.51,0.92
2020-06-12,4.51,0.89
2020-06-15,4.56,0.89
2020-06-16,4.61,0.88
2020-06-17,4.68,0.89
2020-06-18,4.73,0.88
2020-06-19,4.73,0.89
2020-06-22,4.76,0.9
2020-06-23,4.76,0.93
2020-06-24,4.73,0.89
2020-06-25,4.69,0.88
2020-06-26,4.69,0.86
2020-06-29,4.73,0.87
2020-06-30,4.77,0.88
2020-07-01,4.77,0.9
2020-07-02,4.79,0.89
2020-07-03,4.79,0.9
2020-07-06,4.88,0.91
2020-07-07,4.9,0.91
2020-07-08,4.9,0.92
2020-07-09,4.9,0.92
2020-07-10,4.9,0.92
2020-07-13,4.88,0.91
2020-07-14,4.9,0.92
2020-07-15,4.9,0.91
2020-07-16,4.9,0.92
2020-07-17,4.9,0.91
2020-07-20,4.96,0.93
2020-07-21,4.96,0.95
2020-07-22,4.96,0.97
2020-07-23,4.95,0.95
2020-07-24,4.95,0.95
2020-07-27,4.88,0.94
2020-07-28,4.88,0.95
2020-07-29,4.87,0.94
2020-07-30,4.87,0.94
2020-07-31,4.87,0.93
2020-08-03,4.93,0.92
2020-08-04,5.0,0.94
2020-08-05,4.94,0.93
2020-08-06,4.94,0.92
2020-08-07,4.94,0.91
2020-08-10,5.08,0.93
2020-08-11,5.12,0.95
2020-08-12,5.14,0.94
2020-08-13,5.14,0.96
2020-08-14,5.14,0.95
2020-08-17,5.16,0.94
2020-08-18,5.16,0.94
2020-08-19,5.14,0.93
2020-08-20,5.08,0.91
2020-08-21,5.08,0.91
2020-08-24,5.05,0.9
2020-08-25,4.86,0.88
2020-08-26,4.91,0.88
2020-08-27,4.91,0.88
2020-08-28,4.91,0.91
2020-08-31,5.13,0.94
2020-09-01,5.23,0.97
2020-09-02,5.3,0.99
2020-09-03,5.3,1.0
2020-09-04,5.3,1.0
2020-09-08,5.35,1.0
2020-09-09,5.46,1.03
2020-09-10,5.46,1.03
2020-09-11,5.46,1.02
2020-09-14,5.68,1.08
2020-09-15,5.7,1.08
2020-09-16,5.7,1.09
2020-09-17,5.77,1.1
2020-09-18,5.93,1.1
2020-09-21,5.91,1.09
2020-09-22,5.91,1.08
2020-09-23,5.77,1.03
2020-09-24,5.77,1.05
2020-09-25,5.77,1.04
2020-09-28,5.7,1.01
2020-09-29,5.85,1.04
2020-09-30,5.85,1.04
2020-10-01,5.85,1.04
2020-10-02,5.85,1.03
2020-10-05,5.89,1.06
2020-10-06,5.91,1.06
2020-10-07,6.03,1.07
2020-10-08,6.03,1.08
2020-10-09,6.03,1.09
2020-10-13,6.15,1.1
2020-10-14,6.17,1.1
2020-10-15,6.25,1.11
2020-10-16,6.25,1.11
2020-10-19,6.28,1.12
2020-10-20,6.27,1.12
2020-10-21,6.27,1.12
2020-10-22,6.21,1.11
2020-10-23,6.21,1.1
2020-10-26,6.22,1.11
2020-10-27,6.21,1.09
2020-10-28,6.07,1.06
2020-10-29,6.07,1.06
2020-10-30,6.07,1.06
2020-11-03,6.21,1.08
2020-11-04,6.24,1.1
2020-11-05,6.24,1.12
2020-11-06,6.24,1.16
2020-11-09,6.39,1.18
2020-11-10,6.39,1.19
2020-11-11,6.45,1.19
2020-11-12,6.45,1.18
2020-11-13,6.45,1.18
2020-11-16,6.5,1.2
2020-11-17,6.51,1.22
2020-11-18,6.51,1.22
2020-11-19,6.51,1.23
2020-11-20,6.51,1.21
2020-11-23,6.23,1.15
2020-11-24,6.21,1.15
2020-11-25,6.21,1.17
2020-11-26,6.21,1.17
2020-11-27,6.21,1.17
2020-11-30,6.2,1.16
2020-12-01,6.22,1.19
2020-12-02,6.24,1.19
2020-12-03,6.24,1.21
2020-12-04,6.24,1.22
2020-12-07,6.13,1.21
2020-12-08,6.13,1.2
2020-12-09,6.13,1.18
2020-12-10,6.13,1.22
2020-12-11,6.13,1.21
2020-12-14,6.13,1.2
2020-12-15,6.05,1.19
2020-12-16,5.81,1.13
2020-12-17,5.81,1.14
2020-12-18,5.81,1.14
2020-12-21,5.81,1.13
2020-12-22,5.81,1.12
2020-12-23,5.71,1.1
2020-12-28,5.83,1.11
2020-12-29,5.98,1.15
2020-12-30,6.01,1.16
2021-01-04,6.04,1.15
2021-01-05,6.12,1.16
2021-01-06,6.07,1.15
2021-01-07,6.02,1.12
2021-01-08,5.9,1.09
2021-01-11,5.86,1.07
2021-01-12,5.88,1.1
2021-01-13,5.87,1.11
2021-01-14,5.87,1.13
2021-01-15,5.86,1.11
2021-01-18,5.86,1.11
2021-01-19,5.78,1.08
2021-01-20,6.04,1.14
2021-01-21,6.04,1.13
2021-01-22,5.99,1.09
2021-01-25,5.99,1.09
2021-01-26,5.91,1.11
2021-01-27,5.94,1.1
2021-01-28,5.94,1.09
2021-01-29,5.89,1.07
2021-02-01,5.9,1.08
2021-02-02,5.9,1.1
2021-02-03,6.06,1.13
2021-02-04,6.06,1.11
2021-02-05,5.99,1.11
2021-02-08,5.99,1.12
2021-02-09,6.14,1.14
2021-02-10,6.24,1.16
2021-02-11,6.24,1.16
2021-02-12,6.23,1.16
2021-02-17,6.08,1.12
2021-02-18,6.08,1.12
2021-02-19,5.98,1.11
2021-02-22,5.98,1.1
2021-02-23,6.06,1.11
2021-02-24,6.03,1.11
2021-02-25,6.03,1.1
2021-02-26,6.09,1.09
2021-03-01,6.03,1.08
2021-03-02,6.35,1.12
2021-03-03,6.38,1.11
2021-03-04,6.38,1.13
2021-03-05,6.38,1.12
2021-03-08,6.38,1.11
2021-03-09,6.43,1.11
2021-03-10,6.49,1.15
2021-03-11,6.49,1.17
2021-03-12,6.49,1.17
2021-03-15,6.49,1.15
2021-03-16,6.49,1.16
2021-03-17,6.44,1.15
2021-03-18,6.44,1.16
2021-03-19,6.44,1.17
2021-03-22,6.44,1.17
2021-03-23,6.44,1.17
2021-03-24,6.4,1.14
2021-03-25,6.4,1.13
2021-03-26,6.4,1.11
2021-03-29,6.4,1.11
2021-03-30,6.37,1.11
2021-03-31,6.37,1.13
2021-04-01,6.38,1.12
2021-04-05,6.28,1.11
2021-04-06,6.28,1.12
2021-04-07,6.01,1.06
2021-04-08,6.0,1.08
2021-04-09,6.0,1.06
2021-04-12,6.0,1.05
2021-04-13,6.02,1.06
2021-04-14,6.05,1.07
2021-04-15,6.08,1.08
2021-04-16,6.08,1.09
2021-04-19,6.09,1.09
2021-04-20,6.23,1.12
2021-04-22,6.23,1.14
2021-04-23,6.23,1.13
2021-04-26,6.23,1.14
2021-04-27,6.3,1.15
2021-04-28,6.56,1.22
2021-04-29,6.58,1.23
2021-04-30,6.58,1.21
2021-05-03,6.58,1.21
2021-05-04,6.67,1.23
2021-05-05,7.05,1.31
2021-05-06,7.07,1.34
2021-05-07,7.09,1.36
2021-05-10,7.09,1.36
2021-05-11,7.12,1.36
2021-05-12,7.12,1.34
2021-05-13,7.11,1.34
2021-05-14,7.11,1.35
2021-05-17,7.11,1.35
2021-05-18,7.11,1.36
2021-05-19,6.99,1.32
2021-05-20,6.97,1.32
2021-05-21,6.96,1.3
2021-05-24,6.86,1.29
2021-05-25,6.86,1.29
2021-05-26,6.85,1.29
2021-05-27,6.87,1.31
2021-05-28,6.85,1.31
2021-05-31,6.9,1.32
2021-06-01,6.91,1.34
2021-06-02,6.93,1.36
2021-06-04,6.95,1.38
2021-06-07,6.95,1.38
2021-06-08,7.01,1.39
2021-06-09,7.17,1.41
2021-06-10,7.17,1.42
2021-06-11,7.26,1.42
2021-06-14,7.27,1.43
2021-06-15,7.27,1.44
2021-06-16,7.31,1.45
2021-06-17,7.31,1.46
2021-06-18,7.29,1.44
2021-06-21,7.29,1.45
2021-06-22,7.26,1.46
2021-06-23,7.34,1.48
2021-06-24,7.34,1.5
2021-06-25,7.32,1.48
2021-06-28,7.32,1.49
2021-06-29,7.32,1.48
2021-06-30,7.22,1.45
2021-07-01,7.22,1.43
2021-07-02,7.22,1.43
2021-07-05,7.23,1.42
2021-07-06,7.29,1.4
2021-07-07,7.38,1.41
2021-07-08,7.38,1.4
2021-07-09,7.37,1.41
2021-07-12,7.37,1.43
2021-07-13,7.42,1.43
2021-07-14,7.51,1.48
2021-07-15,7.53,1.47
2021-07-16,7.53,1.47
2021-07-19,7.53,1.43
2021-07-20,7.55,1.45
2021-07-21,7.71,1.49
2021-07-22,7.68,1.47
2021-07-23,7.68,1.47
2021-07-26,7.68,1.48
2021-07-27,7.69,1.49
2021-07-28,7.69,1.5
2021-07-29,7.67,1.51
2021-07-30,7.68,1.48
2021-08-02,7.68,1.49
2021-08-03,7.72,1.49
2021-08-04,7.88,1.52
2021-08-05,7.93,1.52
2021-08-06,7.93,1.51
2021-08-09,8.03,1.53
2021-08-10,8.03,1.54
2021-08-11,8.12,1.55
2021-08-12,8.13,1.55
2021-08-13,8.13,1.55
2021-08-16,8.13,1.54
2021-08-17,8.1,1.54
2021-08-18,8.0,1.49
2021-08-19,8.01,1.48
2021-08-20,7.97,1.48
2021-08-23,8.01,1.49
2021-08-24,8.02,1.53
2021-08-25,8.01,1.54
2021-08-26,8.01,1.53
2021-08-27,7.97,1.53
2021-08-30,7.97,1.54
2021-08-31,7.97,1.54
2021-09-01,8.15,1.58
2021-09-02,8.15,1.57
2021-09-03,8.2,1.58
2021-09-06,8.26,1.6
2021-09-08,8.32,1.57
2021-09-09,8.32,1.57
2021-09-10,8.37,1.59
2021-09-13,8.37,1.6
2021-09-14,8.41,1.6
2021-09-15,8.51,1.62
2021-09-16,8.51,1.61
2021-09-17,8.51,1.61
2021-09-20,8.55,1.6
2021-09-21,8.46,1.6
2021-09-22,8.25,1.56
2021-09-23,8.25,1.55
2021-09-24,8.15,1.52
2021-09-27,8.15,1.51
2021-09-28,8.13,1.5
2021-09-29,8.01,1.48
2021-09-30,8.04,1.48
2021-10-01,8.09,1.51
2021-10-04,8.09,1.48
2021-10-05,8.1,1.48
2021-10-06,8.18,1.49
2021-10-07,8.16,1.48
2021-10-08,8.14,1.48
2021-10-11,8.13,1.47
2021-10-13,8.12,1.47
2021-10-14,8.12,1.47
2021-10-15,8.08,1.48
2021-10-18,8.08,1.47
2021-10-19,8.1,1.45
2021-10-20,8.07,1.45
2021-10-21,8.04,1.42
2021-10-22,8.07,1.43
2021-10-25,8.07,1.46
2021-10-26,8.03,1.44
2021-10-27,7.8,1.4
2021-10-28,7.8,1.39
2021-10-29,7.79,1.38
2021-11-01,7.78,1.37
2021-11-03,7.81,1.4
2021-11-04,7.76,1.38
2021-11-05,7.76,1.41
2021-11-08,7.76,1.4
2021-11-09,7.76,1.42
2021-11-10,7.76,1.41
2021-11-11,7.77,1.44
2021-11-12,7.72,1.42
2021-11-16,7.69,1.4
2021-11-17,7.33,1.33
2021-11-18,7.33,1.32
2021-11-19,7.24,1.29
2021-11-22,7.24,1.3
2021-11-23,7.18,1.28
2021-11-24,6.98,1.25
2021-11-25,6.9,1.24
2021-11-26,6.85,1.22
2021-11-29,6.85,1.22
2021-11-30,6.85,1.21
2021-12-01,6.77,1.2
2021-12-02,6.77,1.2
2021-12-03,6.75,1.19
2021-12-06,6.72,1.18
2021-12-07,6.69,1.19
2021-12-08,6.69,1.21
2021-12-09,6.68,1.2
2021-12-10,6.7,1.19
2021-12-13,6.7,1.18
2021-12-14,6.68,1.17
2021-12-15,6.7,1.17
2021-12-16,6.7,1.18
2021-12-17,6.72,1.18
2021-12-20,6.72,1.17
2021-12-21,6.7,1.17
2021-12-22,6.7,1.18
2021-12-23,6.71,1.18
2021-12-27,6.46,1.15
2021-12-28,6.58,1.17
2021-12-29,6.55,1.15
2021-12-30,6.51,1.17
2022-01-03,6.51,1.15
2022-01-04,6.52,1.15
2022-01-05,6.28,1.1
2022-01-06,6.16,1.08
2022-01-07,6.09,1.08
2022-01-10,6.1,1.08
2022-01-11,6.1,1.09
2022-01-12,6.17,1.11
2022-01-13,6.12,1.11
2022-01-14,6.06,1.1
2022-01-17,6.05,1.1
2022-01-18,6.05,1.09
2022-01-19,6.04,1.11
2022-01-20,6.04,1.12
2022-01-21,5.86,1.07
2022-01-24,5.84,1.06
2022-01-25,5.84,1.07
2022-01-26,5.83,1.08
2022-01-27,5.83,1.07
2022-01-28,5.88,1.09
2022-01-31,5.88,1.11
2022-02-01,5.89,1.12
2022-02-02,5.85,1.11
2022-02-03,5.85,1.11
2022-02-04,5.81,1.09
2022-02-07,5.81,1.1
2022-02-08,5.82,1.11
2022-02-09,5.99,1.15
2022-02-10,6.0,1.15
2022-02-11,5.99,1.15
2022-02-14,6.04,1.16
2022-02-15,6.06,1.17
2022-02-16,6.13,1.2
2022-02-17,6.13,1.19
2022-02-18,6.1,1.19
2022-02-21,6.1,1.19
2022-02-22,6.12,1.21
2022-02-23,6.09,1.22
2022-02-24,6.09,1.19
2022-02-25,6.07,1.18
2022-03-02,6.1,1.19
2022-03-03,6.18,1.23
2022-03-04,6.25,1.23
2022-03-07,6.25,1.23
2022-03-08,6.72,1.33
2022-03-09,6.83,1.36
2022-03-10,6.92,1.38
2022-03-11,6.92,1.37
2022-03-14,7.11,1.39
2022-03-15,7.21,1.4
2022-03-16,7.18,1.41
2022-03-17,7.19,1.43
2022-03-18,7.39,1.47
2022-03-21,7.39,1.49
2022-03-23,7.52,1.55
2022-03-24,7.52,1.56
2022-03-25,7.51,1.58
2022-03-28,7.51,1.57
2022-03-29,7.51,1.58
2022-03-30,7.55,1.58
2022-03-31,7.56,1.59
2022-04-01,7.56,1.62
2022-04-04,7.56,1.64
2022-04-05,7.56,1.62
2022-04-06,7.65,1.62
2022-04-07,7.7,1.62
2022-04-08,7.93,1.69
2022-04-11,7.93,1.69
2022-04-12,7.95,1.7
2022-04-13,7.95,1.7
2022-04-14,7.95,1.69
2022-04-18,7.94,1.7
2022-04-19,7.94,1.7
2022-04-20,7.98,1.73
2022-04-22,8.09,1.69
2022-04-25,8.09,1.66
2022-04-26,8.09,1.62
2022-04-27,7.95,1.6
2022-04-28,7.95,1.61
2022-04-29,7.95,1.61
2022-05-02,7.98,1.57
2022-05-03,7.95,1.6
2022-05-04,7.92,1.61
2022-05-05,7.92,1.57
2022-05-06,7.88,1.55
2022-05-09,7.88,1.53
2022-05-10,7.87,1.54
2022-05-11,7.82,1.52
2022-05-12,7.64,1.48
2022-05-13,7.64,1.51
2022-05-16,7.65,1.52
2022-05-17,7.6,1.54
2022-05-18,7.64,1.53
2022-05-19,7.64,1.55
2022-05-20,7.64,1.57
2022-05-23,7.64,1.59
2022-05-24,7.63,1.58
2022-05-25,7.63,1.59
2022-05-26,7.63,1.6
2022-05-27,7.67,1.62
2022-05-30,7.67,1.61
2022-05-31,7.67,1.61
2022-06-01,7.68,1.6
2022-06-02,7.68,1.6
2022-06-03,7.68,1.61
2022-06-06,7.68,1.6
2022-06-07,7.68,1.58
2022-06-08,7.67,1.57
2022-06-09,7.67,1.56
2022-06-10,7.76,1.56
2022-06-13,7.76,1.51
2022-06-14,7.67,1.49
2022-06-15,7.67,1.53
2022-06-17,7.63,1.48
2022-06-20,7.63,1.47
2022-06-21,7.64,1.48
2022-06-22,7.72,1.49
2022-06-23,7.74,1.48
2022-06-24,7.7,1.46
2022-06-27,7.72,1.48
2022-06-28,7.72,1.47
2022-06-29,7.79,1.5
2022-06-30,7.79,1.49
2022-07-01,7.87,1.48
2022-07-04,7.87,1.48
2022-07-05,7.89,1.46
2022-07-06,8.05,1.49
2022-07-07,8.15,1.53
2022-07-08,8.24,1.57
2022-07-11,8.24,1.54
2022-07-12,8.24,1.52
2022-07-13,8.01,1.48
2022-07-14,8.01,1.47
2022-07-15,7.97,1.47
2022-07-18,7.97,1.47
2022-07-19,7.95,1.47
2022-07-20,8.02,1.47
2022-07-21,8.02,1.46
2022-07-22,7.99,1.45
2022-07-25,7.99,1.49
2022-07-26,8.0,1.49
2022-07-27,7.99,1.52
2022-07-28,7.96,1.54
2022-07-29,7.98,1.54
2022-08-01,7.98,1.54
2022-08-02,7.98,1.51
2022-08-03,7.98,1.51
2022-08-04,7.98,1.53
2022-08-05,8.02,1.55
2022-08-08,8.02,1.57
2022-08-09,8.03,1.56
2022-08-10,8.1,1.59
2022-08-11,8.1,1.57
2022-08-12,8.11,1.6
2022-08-15,8.11,1.59
2022-08-16,8.1,1.57
2022-08-17,8.11,1.57
2022-08-18,8.11,1.57
2022-08-19,8.09,1.56
2022-08-22,8.09,1.57
2022-08-23,8.08,1.58
2022-08-24,7.96,1.56
2022-08-25,7.96,1.55
2022-08-26,7.96,1.57
2022-08-29,7.96,1.58
2022-08-30,7.95,1.56
2022-08-31,7.91,1.52
2022-09-01,7.91,1.51
2022-09-02,7.92,1.53
2022-09-05,7.92,1.54
2022-09-06,8.1,1.55
2022-09-08,8.1,1.56
2022-09-09,8.1,1.57
2022-09-12,8.1,1.59
2022-09-13,8.12,1.56
2022-09-14,8.15,1.57
2022-09-15,8.16,1.56
2022-09-16,8.16,1.55
2022-09-19,8.16,1.58
2022-09-20,8.15,1.58
2022-09-21,8.18,1.58
2022-09-22,8.18,1.6
2022-09-23,8.17,1.56
2022-09-26,8.17,1.52
2022-09-27,8.16,1.52
2022-09-28,8.1,1.51
2022-09-29,8.1,1.5
2022-09-30,8.08,1.5
2022-10-03,8.08,1.56
2022-10-04,8.08,1.56
2022-10-05,8.11,1.57
2022-10-06,8.1,1.56
2022-10-07,8.1,1.55
2022-10-10,8.1,1.56
2022-10-11,8.06,1.53
2022-10-13,8.07,1.53
2022-10-14,8.07,1.51
2022-10-17,8.07,1.52
2022-10-18,8.07,1.53
2022-10-19,8.07,1.53
2022-10-20,8.04,1.54
2022-10-21,8.0,1.55
2022-10-24,8.0,1.51
2022-10-25,7.97,1.5
2022-10-26,7.99,1.49
2022-10-27,7.99,1.51
2022-10-28,7.99,1.5
2022-10-31,7.99,1.54
2022-11-01,7.95,1.56
2022-11-03,7.95,1.55
2022-11-04,7.97,1.58
2022-11-07,7.97,1.55
2022-11-08,7.99,1.55
2022-11-09,8.03,1.55
2022-11-10,8.03,1.49
2022-11-11,8.04,1.51
2022-11-14,8.03,1.51
2022-11-16,8.03,1.49
2022-11-17,8.03,1.48
2022-11-18,8.0,1.49
2022-11-21,8.0,1.51
2022-11-22,7.99,1.48
2022-11-23,8.0,1.49
2022-11-24,7.98,1.5
2022-11-25,7.86,1.45
2022-11-28,7.86,1.46
2022-11-29,7.85,1.48
2022-11-30,7.9,1.52
2022-12-01,7.88,1.51
2022-12-02,7.89,1.51
2022-12-05,7.89,1.49
2022-12-06,7.89,1.5
2022-12-07,7.89,1.51
2022-12-08,7.9,1.52
2022-12-09,7.87,1.5
2022-12-12,7.9,1.48
2022-12-13,7.9,1.49
2022-12-14,7.84,1.47
2022-12-15,7.81,1.47
2022-12-16,7.78,1.47
2022-12-19,7.82,1.47
2022-12-20,7.82,1.5
2022-12-21,7.78,1.5
2022-12-22,7.74,1.5
2022-12-23,7.73,1.5
2022-12-26,7.73,1.48
2022-12-27,7.73,1.46
2022-12-28,7.63,1.45
2022-12-29,7.61,1.44
2023-01-02,7.61,1.42
2023-01-03,7.58,1.39
2023-01-04,7.48,1.37
2023-01-05,7.47,1.39
2023-01-06,7.4,1.41
2023-01-09,7.4,1.41
2023-01-10,7.36,1.41
2023-01-11,7.36,1.42
2023-01-12,6.94,1.36
2023-01-13,6.96,1.37
2023-01-16,7.02,1.36
2023-01-17,7.02,1.37
2023-01-18,7.03,1.36
2023-01-19,7.03,1.36
2023-01-20,7.03,1.35
2023-01-23,7.0,1.35
2023-01-24,7.0,1.36
2023-01-25,6.87,1.35
2023-01-26,6.52,1.29
2023-01-27,6.5,1.27
2023-01-30,6.56,1.28
2023-01-31,6.56,1.29
2023-02-01,6.56,1.29
2023-02-02,6.56,1.3
2023-02-03,6.55,1.27
2023-02-06,6.55,1.27
2023-02-07,6.57,1.26
2023-02-08,6.59,1.27
2023-02-09,6.59,1.25
2023-02-10,6.62,1.27
2023-02-13,6.55,1.26
2023-02-14,6.58,1.27
2023-02-15,6.72,1.29
2023-02-16,6.78,1.3
2023-02-17,6.83,1.32
2023-02-22,6.83,1.32
2023-02-23,7.03,1.37
2023-02-24,7.03,1.35
2023-02-27,7.07,1.36
2023-02-28,7.06,1.35
2023-03-01,7.15,1.38
2023-03-02,7.15,1.37
2023-03-03,7.13,1.37
2023-03-06,7.13,1.38
2023-03-07,7.14,1.38
2023-03-08,7.14,1.39
2023-03-09,7.3,1.42
2023-03-10,7.3,1.4
2023-03-13,7.3,1.39
2023-03-14,7.3,1.39
2023-03-15,7.3,1.38
2023-03-16,7.3,1.39
2023-03-17,7.3,1.38
2023-03-20,7.3,1.39
2023-03-21,7.26,1.38
2023-03-22,7.19,1.38
2023-03-23,7.19,1.36
2023-03-24,7.15,1.36
2023-03-27,6.77,1.3
2023-03-28,6.69,1.3
2023-03-29,6.59,1.28
2023-03-30,6.59,1.29
2023-03-31,7.05,1.39
2023-04-03,7.05,1.39
2023-04-04,7.05,1.39
2023-04-05,7.07,1.4
2023-04-06,7.1,1.4
2023-04-10,6.63,1.31
2023-04-11,6.7,1.34
2023-04-12,6.7,1.36
2023-04-13,6.7,1.36
2023-04-14,6.68,1.36
2023-04-17,6.72,1.36
2023-04-18,6.66,1.34
2023-04-19,6.66,1.31
2023-04-20,6.63,1.31
2023-04-24,6.57,1.3
2023-04-25,6.59,1.3
2023-04-26,6.59,1.3
2023-04-27,6.59,1.32
2023-04-28,6.46,1.29
2023-05-02,6.55,1.3
2023-05-03,6.55,1.31
2023-05-04,6.62,1.33
2023-05-05,6.7,1.36
2023-05-08,6.7,1.34
2023-05-09,6.72,1.35
2023-05-10,6.81,1.38
2023-05-11,6.81,1.38
2023-05-12,6.82,1.38
2023-05-15,6.81,1.39
2023-05-16,6.78,1.37
2023-05-17,6.63,1.34
2023-05-18,6.63,1.33
2023-05-19,6.57,1.31
2023-05-22,6.57,1.32
2023-05-23,6.53,1.31
2023-05-24,6.33,1.28
2023-05-25,6.3,1.25
2023-05-26,6.25,1.25
2023-05-29,6.25,1.25
2023-05-30,6.18,1.23
2023-05-31,6.03,1.19
2023-06-01,6.0,1.2
2023-06-02,5.96,1.2
2023-06-05,5.96,1.21
2023-06-06,6.05,1.23
2023-06-07,6.05,1.23
2023-06-09,6.06,1.24
2023-06-12,5.97,1.23
2023-06-13,6.13,1.26
2023-06-14,6.08,1.26
2023-06-15,6.08,1.27
2023-06-16,6.12,1.27
2023-06-19,6.12,1.28
2023-06-20,6.08,1.27
2023-06-21,5.99,1.26
2023-06-22,5.99,1.25
2023-06-23,5.94,1.24
2023-06-26,5.94,1.25
2023-06-27,5.98,1.25
2023-06-28,6.06,1.25
2023-06-29,6.06,1.25
2023-06-30,6.04,1.26
2023-07-03,6.04,1.26
2023-07-04,6.04,1.25
2023-07-05,5.96,1.23
2023-07-06,5.82,1.18
2023-07-07,5.84,1.2
2023-07-10,5.78,1.18
2023-07-11,5.92,1.22
2023-07-12,5.82,1.21
2023-07-13,5.82,1.22
2023-07-14,5.83,1.22
2023-07-17,5.83,1.21
2023-07-18,5.8,1.21
2023-07-19,5.79,1.21
2023-07-20,5.79,1.21
2023-07-21,5.78,1.21
2023-07-24,5.78,1.22
2023-07-25,5.81,1.22
2023-07-26,5.87,1.24
2023-07-27,5.89,1.24
2023-07-28,5.93,1.25
2023-07-31,5.93,1.25
2023-08-01,6.0,1.25
2023-08-02,6.1,1.27
2023-08-03,6.1,1.25
2023-08-04,6.11,1.25
2023-08-07,6.11,1.25
2023-08-08,6.18,1.26
2023-08-09,6.28,1.28
2023-08-10,6.49,1.33
2023-08-11,6.55,1.34
2023-08-14,6.55,1.32
2023-08-15,6.56,1.31
2023-08-16,6.65,1.33
2023-08-17,6.63,1.33
2023-08-18,6.63,1.33
2023-08-21,6.52,1.31
2023-08-22,6.5,1.32
2023-08-23,6.48,1.33
2023-08-24,6.48,1.33
2023-08-25,6.32,1.3
2023-08-28,6.36,1.3
2023-08-29,6.34,1.31
2023-08-30,6.34,1.3
2023-08-31,6.52,1.32
2023-09-01,6.53,1.32
2023-09-04,6.53,1.32
2023-09-05,6.57,1.32
2023-09-06,6.79,1.36
2023-09-08,6.97,1.4
2023-09-11,6.97,1.41
2023-09-12,6.99,1.41
2023-09-13,7.12,1.45
2023-09-14,7.19,1.47
2023-09-15,7.24,1.49
2023-09-18,7.24,1.49
2023-09-19,7.22,1.48
2023-09-20,7.22,1.48
2023-09-21,7.22,1.46
2023-09-22,7.2,1.46
2023-09-25,7.2,1.45
2023-09-26,7.18,1.44
2023-09-27,7.07,1.4
2023-09-28,6.91,1.37
2023-09-29,6.91,1.37
2023-10-02,6.91,1.36
2023-10-03,6.94,1.35
2023-10-04,7.02,1.36
2023-10-05,7.18,1.39
2023-10-06,7.21,1.4
